fix_reward_id,reward_type_1,reward_id_1,reward_num_1,reward_type_2,reward_id_2,reward_num_2,reward_type_3,reward_id_3,reward_num_3,reward_type_4,reward_id_4,reward_num_4,reward_type_5,reward_id_5,reward_num_5
1001101,8,91002,40,2,90006,40,2,22002,1,0,0,0,0,0,0
1001102,8,91002,60,2,90006,50,2,22002,2,0,0,0,0,0,0
1001103,8,91002,80,2,90006,60,2,22002,3,0,0,0,0,0,0
1001104,8,91002,100,2,90006,80,2,22002,4,0,0,0,0,0,0
1001105,8,91002,200,2,90006,150,2,22003,2,0,0,0,0,0,0
1001106,2,90006,20,2,22002,1,0,0,0,0,0,0,0,0,0
1001107,2,90006,20,2,22002,1,0,0,0,0,0,0,0,0,0
1001108,2,90006,20,2,22002,1,0,0,0,0,0,0,0,0,0
1001109,2,90006,20,2,22002,1,0,0,0,0,0,0,0,0,0
1001110,2,90006,20,2,22003,1,0,0,0,0,0,0,0,0,0
1002101,8,91002,40,2,90006,40,2,22002,1,0,0,0,0,0,0
1002102,8,91002,60,2,90006,50,2,22002,2,0,0,0,0,0,0
1002103,8,91002,80,2,90006,60,2,22002,3,0,0,0,0,0,0
1002104,8,91002,100,2,90006,80,2,22002,4,0,0,0,0,0,0
1002105,8,91002,200,2,90006,150,2,22003,2,0,0,0,0,0,0
1002106,2,90006,40,2,22002,1,0,0,0,0,0,0,0,0,0
1002107,2,90006,40,2,22002,1,0,0,0,0,0,0,0,0,0
1002108,2,90006,40,2,22002,1,0,0,0,0,0,0,0,0,0
1002109,2,90006,40,2,22002,1,0,0,0,0,0,0,0,0,0
1002110,2,90006,40,2,22003,1,0,0,0,0,0,0,0,0,0
1003101,8,91002,40,2,90006,40,2,22002,1,0,0,0,0,0,0
1003102,8,91002,60,2,90006,50,2,22002,2,0,0,0,0,0,0
1003103,8,91002,80,2,90006,60,2,22002,3,0,0,0,0,0,0
1003104,8,91002,100,2,90006,80,2,22002,4,0,0,0,0,0,0
1003105,8,91002,200,2,90006,150,2,22003,2,0,0,0,0,0,0
1003106,2,90006,40,2,22002,1,0,0,0,0,0,0,0,0,0
1003107,2,90006,40,2,22002,1,0,0,0,0,0,0,0,0,0
1003108,2,90006,40,2,22002,1,0,0,0,0,0,0,0,0,0
1003109,2,90006,40,2,22002,1,0,0,0,0,0,0,0,0,0
1003110,2,90006,40,2,22003,1,0,0,0,0,0,0,0,0,0
1004101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1004102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1004103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1004104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1004105,8,91002,150,2,90006,100,2,31018,2,0,0,0,0,0,0
1004106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1004107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1004108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1004109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1004110,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1004111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1004112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1004113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1004114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1004115,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1004116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1005101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1005102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1005103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1005104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1005105,8,91002,150,2,90006,100,2,31042,2,0,0,0,0,0,0
1005106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1005107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1005108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1005109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1005110,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1005111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1005112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1005113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1005114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1005115,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1005116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1006101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1006102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1006103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1006104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1006105,8,91002,150,2,90006,100,2,31025,2,0,0,0,0,0,0
1006106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1006107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1006108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1006109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1006110,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1006111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1006112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1006113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1006114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1006115,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1006116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1007101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1007102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1007103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1007104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1007105,8,91002,150,2,90006,100,2,31018,2,0,0,0,0,0,0
1007106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1007107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1007108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1007109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1007110,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1007111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1007112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1007113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1007114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1007115,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1007116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1008101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1008102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1008103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1008104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1008105,8,91002,150,2,90006,100,2,31042,2,0,0,0,0,0,0
1008106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1008107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1008108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1008109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1008110,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1008111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1008112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1008113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1008114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1008115,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1008116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1009101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1009102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1009103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1009104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1009105,8,91002,150,2,90006,100,2,31043,2,0,0,0,0,0,0
1009106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1009107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1009108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1009109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1009110,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1009111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1009112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1009113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1009114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1009115,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1009116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1010101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1010102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1010103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1010104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1010105,8,91002,150,2,90006,100,2,31022,2,0,0,0,0,0,0
1010106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1010107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1010108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1010109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1010110,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1010111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1010112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1010113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1010114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1010115,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1010116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1011101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1011102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1011103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1011104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1011105,8,91002,150,2,90006,100,2,31025,2,0,0,0,0,0,0
1011106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1011107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1011108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1011109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1011110,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1011111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1011112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1011113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1011114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1011115,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1011116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1012101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1012102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1012103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1012104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1012105,8,91002,150,2,90006,100,2,31018,2,0,0,0,0,0,0
1012106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1012107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1012108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1012109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1012110,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1012111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1012112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1012113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1012114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1012115,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1012116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1013101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1013102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1013103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1013104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1013105,8,91002,150,2,90006,100,2,31042,2,0,0,0,0,0,0
1013106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1013107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1013108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1013109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1013110,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1013111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1013112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1013113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1013114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1013115,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1013116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1014101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1014102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1014103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1014104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1014105,8,91002,150,2,90006,100,2,31043,2,0,0,0,0,0,0
1014106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1014107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1014108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1014109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1014110,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1014111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1014112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1014113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1014114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1014115,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1014116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1015101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1015102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1015103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1015104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1015105,8,91002,150,2,90006,100,2,31025,2,0,0,0,0,0,0
1015106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1015107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1015108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1015109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1015110,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1015111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1015112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1015113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1015114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1015115,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1015116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1016101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1016102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1016103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1016104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1016105,8,91002,150,2,90006,100,2,31022,2,0,0,0,0,0,0
1016106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1016107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1016108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1016109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1016110,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1016111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1016112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1016113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1016114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1016115,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1016116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1017101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1017102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1017103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1017104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1017105,8,91002,150,2,90006,100,2,31018,2,0,0,0,0,0,0
1017106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1017107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1017108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1017109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1017110,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1017111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1017112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1017113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1017114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1017115,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1017116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1018101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1018102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1018103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1018104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1018105,8,91002,150,2,90006,100,2,31042,2,0,0,0,0,0,0
1018106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1018107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1018108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1018109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1018110,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1018111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1018112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1018113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1018114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1018115,8,91002,80,2,90006,100,2,31042,1,0,0,0,0,0,0
1018116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1019101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1019102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1019103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1019104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1019105,8,91002,150,2,90006,100,2,31043,2,0,0,0,0,0,0
1019106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1019107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1019108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1019109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1019110,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1019111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1019112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1019113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1019114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1019115,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1019116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1020101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1020102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1020103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1020104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1020105,8,91002,150,2,90006,100,2,31025,2,0,0,0,0,0,0
1020106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1020107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1020108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1020109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1020110,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1020111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1020112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1020113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1020114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1020115,8,91002,80,2,90006,100,2,31025,1,0,0,0,0,0,0
1020116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1021101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1021102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1021103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1021104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1021105,8,91002,150,2,90006,100,2,31022,2,0,0,0,0,0,0
1021106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1021107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1021108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1021109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1021110,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1021111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1021112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1021113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1021114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1021115,8,91002,80,2,90006,100,2,31022,1,0,0,0,0,0,0
1021116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1022101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1022102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1022103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1022104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1022105,8,91002,150,2,90006,100,2,31018,2,0,0,0,0,0,0
1022106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1022107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1022108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1022109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1022110,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1022111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1022112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1022113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1022114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1022115,8,91002,80,2,90006,100,2,31018,1,0,0,0,0,0,0
1022116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1023101,8,91002,40,2,90006,20,2,0,0,0,0,0,0,0,0
1023102,8,91002,50,2,90006,30,2,0,0,0,0,0,0,0,0
1023103,8,91002,75,2,90006,40,2,0,0,0,0,0,0,0,0
1023104,8,91002,100,2,90006,50,2,0,0,0,0,0,0,0,0
1023105,8,91002,150,2,90006,100,2,31043,2,0,0,0,0,0,0
1023106,8,91002,20,2,90006,20,2,0,0,0,0,0,0,0,0
1023107,8,91002,25,2,90006,30,2,0,0,0,0,0,0,0,0
1023108,8,91002,30,2,90006,40,2,0,0,0,0,0,0,0,0
1023109,8,91002,40,2,90006,50,2,0,0,0,0,0,0,0,0
1023110,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1023111,8,91002,20,2,90006,30,2,0,0,0,0,0,0,0,0
1023112,8,91002,25,2,90006,40,2,0,0,0,0,0,0,0,0
1023113,8,91002,30,2,90006,50,2,0,0,0,0,0,0,0,0
1023114,8,91002,40,2,90006,60,2,0,0,0,0,0,0,0,0
1023115,8,91002,80,2,90006,100,2,31043,1,0,0,0,0,0,0
1023116,12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
